,ID,Reached.on.Time_Y.N
2918,4797,0.57
2919,9137,0.43
2920,8062,0.41
2921,10968,0.56
2922,4037,0.49
2923,4243,0.59
2924,6892,0.46
2925,2120,1.0
2926,7335,0.26
2927,2630,0.88
2928,3435,0.45
2929,3469,0.27
2930,4994,0.45
2931,10756,0.59
2932,10505,0.64
2933,616,0.97
2934,6756,0.31
2935,2072,0.99
2936,2200,0.99
2937,3300,0.48
2938,10479,0.43
2939,6191,0.43
2940,5312,0.43
2941,10385,0.47
2942,5031,0.35
2943,10490,0.6
2944,7481,0.48
2945,8213,0.31
2946,9465,0.46
2947,9658,0.52
2948,6421,0.32
2949,892,0.95
2950,9226,0.52
2951,8764,0.41
2952,504,1.0
2953,3918,0.45
2954,279,0.99
2955,10843,0.33
2956,6281,0.51
2957,8987,0.42
2958,5988,0.49
2959,8732,0.32
2960,9030,0.26
2961,4387,0.34
2962,5873,0.56
2963,4831,0.52
2964,10210,0.73
2965,3655,0.46
2966,10862,0.27
2967,1688,1.0
2968,9214,0.73
2969,5240,0.23
2970,2885,0.96
2971,4505,0.25
2972,5507,0.52
2973,4796,0.36
2974,4531,0.33
2975,10193,0.4
2976,1052,0.99
2977,5585,0.45
2978,968,1.0
2979,9005,0.49
2980,10789,0.37
2981,10967,0.48
2982,5039,0.39
2983,3913,0.37
2984,5570,0.55
2985,10042,0.4
2986,8611,0.43
2987,2756,1.0
2988,1677,0.8
2989,9232,0.63
2990,1525,0.98
2991,7535,0.52
2992,9839,0.53
2993,9700,0.43
2994,10069,0.73
2995,1620,0.88
2996,5573,0.38
2997,2466,0.99
2998,5866,0.75
2999,8600,0.25
3000,5260,0.31
3001,2642,0.99
3002,9659,0.65
3003,9024,0.4
3004,5175,0.42
3005,292,1.0
3006,4679,0.57
3007,10232,0.44
3008,6954,0.16
3009,1086,1.0
3010,5350,0.5
3011,7382,0.5
3012,8437,0.33
3013,997,0.99
3014,5105,0.43
3015,4309,0.55
3016,2365,0.69
3017,9131,0.56
3018,6506,0.69
3019,7674,0.62
3020,894,1.0
3021,8986,0.46
3022,9682,0.46
3023,8756,0.43
3024,2686,1.0
3025,4820,0.66
3026,79,1.0
3027,1886,0.99
3028,3881,0.65
3029,7729,0.59
3030,6822,0.63
3031,9486,0.31
3032,2945,1.0
3033,1598,0.98
3034,6322,0.59
3035,884,0.9
3036,6363,0.44
3037,7116,0.45
3038,2139,0.99
3039,6720,0.4
3040,8309,0.56
3041,1112,0.97
3042,5928,0.22
3043,635,0.85
3044,6093,0.31
3045,7938,0.56
3046,165,1.0
3047,7430,0.23
3048,3519,0.52
3049,1048,0.99
3050,1623,0.99
3051,2342,1.0
3052,6907,0.55
3053,595,1.0
3054,7223,0.34
3055,655,0.84
3056,2228,0.99
3057,10793,0.48
3058,9437,0.43
3059,10348,0.43
3060,6336,0.31
3061,5955,0.56
3062,4200,0.54
3063,10061,0.47
3064,3837,0.4
3065,7431,0.44
3066,6574,0.3
3067,5491,0.33
3068,7327,0.48
3069,7732,0.56
3070,3996,0.21
3071,1073,0.92
3072,6650,0.28
3073,1428,0.67
3074,3949,0.46
3075,3588,0.42
3076,7967,0.42
3077,3312,0.45
3078,8133,0.39
3079,2343,1.0
3080,10129,0.58
3081,9862,0.53
3082,310,1.0
3083,9172,0.28
3084,2909,0.99
3085,6415,0.47
3086,5145,0.37
3087,10560,0.59
3088,8807,0.71
3089,9789,0.36
3090,7276,0.53
3091,8670,0.65
3092,10672,0.58
3093,9823,0.47
3094,7970,0.46
3095,6455,0.54
3096,4536,0.45
3097,6414,0.32
3098,8138,0.42
3099,3028,0.96
3100,6053,0.37
3101,5930,0.53
3102,7917,0.6
3103,4548,0.22
3104,7351,0.7
3105,10876,0.37
3106,3550,0.25
3107,5113,0.25
3108,2353,0.94
3109,2265,1.0
3110,10535,0.4
3111,8316,0.6
3112,10047,0.5
3113,2285,0.94
3114,3832,0.71
3115,4184,0.42
3116,10203,0.56
3117,603,1.0
3118,9069,0.28
3119,2747,1.0
3120,10377,0.47
3121,1234,0.76
3122,5400,0.64
3123,5513,0.45
3124,9832,0.51
3125,10676,0.56
3126,6526,0.41
3127,3353,0.57
3128,201,0.79
3129,5701,0.43
3130,7918,0.55
3131,7102,0.44
3132,1543,0.98
3133,3906,0.59
3134,9620,0.45
3135,8953,0.57
3136,7877,0.42
3137,3843,0.31
3138,10121,0.4
3139,8375,0.42
3140,1170,0.99
3141,5256,0.2
3142,7046,0.47
3143,2185,0.98
3144,10114,0.63
3145,7924,0.45
3146,6748,0.49
3147,7398,0.48
3148,10303,0.39
3149,3741,0.33
3150,849,1.0
3151,3313,0.53
3152,2719,0.98
3153,10548,0.39
3154,7862,0.43
3155,7567,0.38
3156,2725,0.9
3157,6395,0.26
3158,2498,0.78
3159,1897,0.96
3160,9169,0.65
3161,2070,0.99
3162,4630,0.39
3163,3651,0.29
3164,10005,0.34
3165,2250,1.0
3166,7440,0.26
3167,3048,1.0
3168,2125,0.98
3169,2354,1.0
3170,8160,0.45
3171,10903,0.61
3172,4324,0.78
3173,9161,0.59
3174,5414,0.4
3175,5748,0.72
3176,5425,0.56
3177,8389,0.52
3178,850,0.97
3179,4705,0.47
3180,4416,0.51
3181,3786,0.37
3182,10575,0.4
3183,2661,0.69
3184,1506,0.97
3185,9142,0.54
3186,3413,0.31
3187,7596,0.44
3188,8601,0.54
3189,4053,0.46
3190,431,0.99
3191,3452,0.49
3192,6838,0.47
3193,1204,0.97
3194,1387,1.0
3195,8667,0.32
3196,3594,0.57
3197,5881,0.57
3198,8777,0.42
3199,638,0.96
3200,8432,0.52
3201,6445,0.45
3202,1124,0.99
3203,6732,0.48
3204,10242,0.63
3205,3689,0.28
3206,7461,0.36
3207,10342,0.46
3208,8910,0.58
3209,1832,0.98
3210,585,0.99
3211,658,0.9
3212,558,1.0
3213,9016,0.36
3214,2540,0.98
3215,6655,0.51
3216,9418,0.62
3217,10751,0.44
3218,2432,0.99
3219,3828,0.79
3220,3081,0.98
3221,6944,0.59
3222,10224,0.27
3223,8452,0.5
3224,10923,0.61
3225,1433,0.94
3226,3798,0.56
3227,8175,0.48
3228,7194,0.34
3229,4510,0.42
3230,8885,0.54
3231,1228,1.0
3232,1647,0.98
3233,352,0.98
3234,966,1.0
3235,17,0.75
3236,2155,0.97
3237,841,0.9
3238,9601,0.45
3239,5886,0.42
3240,287,0.96
3241,5277,0.53
3242,1808,1.0
3243,1510,1.0
3244,3506,0.19
3245,5483,0.49
3246,5858,0.47
3247,7505,0.52
3248,6161,0.49
3249,2123,1.0
3250,4798,0.42
3251,1375,0.94
3252,4369,0.67
3253,2117,0.99
3254,1005,1.0
3255,3422,0.34
3256,3182,0.34
3257,2764,1.0
3258,5002,0.47
3259,8216,0.39
3260,410,0.81
3261,8367,0.34
3262,2269,0.65
3263,4052,0.47
3264,1270,0.99
3265,53,0.98
3266,1993,0.89
3267,10140,0.49
3268,5813,0.52
3269,9709,0.4
3270,3455,0.52
3271,6420,0.35
3272,9381,0.27
3273,9057,0.33
3274,3210,0.35
3275,10909,0.48
3276,7882,0.54
3277,3322,0.37
3278,2023,0.97
3279,1789,0.99
3280,7449,0.35
3281,3671,0.54
3282,7579,0.45
3283,2560,0.93
3284,946,0.95
3285,10045,0.61
3286,7495,0.53
3287,1572,0.96
3288,8012,0.41
3289,9489,0.57
3290,8185,0.33
3291,8642,0.6
3292,6950,0.52
3293,7673,0.45
3294,7844,0.31
3295,10570,0.43
3296,10737,0.26
3297,2513,1.0
3298,8381,0.54
3299,4110,0.59
3300,6121,0.56
3301,4357,0.28
3302,9153,0.28
3303,5582,0.36
3304,3504,0.69
3305,4475,0.48
3306,4402,0.53
3307,8320,0.26
3308,6768,0.34
3309,4009,0.45
3310,6007,0.55
3311,10794,0.49
3312,1462,1.0
3313,4962,0.48
3314,7188,0.59
3315,6243,0.39
3316,1635,0.62
3317,9607,0.44
3318,8886,0.56
3319,6404,0.61
3320,7785,0.45
3321,6593,0.52
3322,929,1.0
3323,200,0.81
3324,3138,0.4
3325,4984,0.55
3326,2470,0.98
3327,8194,0.45
3328,6967,0.53
3329,1275,0.98
3330,8232,0.38
3331,6942,0.39
3332,3787,0.35
3333,1109,1.0
3334,7375,0.6
3335,8369,0.56
3336,3314,0.55
3337,4459,0.35
3338,6745,0.39
3339,9885,0.48
3340,6292,0.5
3341,9630,0.73
3342,493,1.0
3343,9558,0.78
3344,475,0.73
3345,7138,0.56
3346,4181,0.51
3347,4166,0.52
3348,6338,0.46
3349,513,0.49
3350,6997,0.52
3351,1416,0.98
3352,7142,0.53
3353,768,0.99
3354,4583,0.43
3355,4185,0.44
3356,3763,0.43
3357,2291,0.99
3358,143,1.0
3359,9047,0.55
3360,10336,0.31
3361,2825,0.98
3362,8358,0.19
3363,2099,1.0
3364,6412,0.39
3365,4659,0.44
3366,9458,0.53
3367,5237,0.54
3368,9619,0.41
3369,415,0.96
3370,2359,1.0
3371,6210,0.56
3372,2533,0.99
3373,6032,0.52
3374,4125,0.43
3375,1140,0.98
3376,5012,0.6
3377,7459,0.33
3378,10198,0.58
3379,1032,0.92
3380,7400,0.32
3381,3288,0.5
3382,2143,0.99
3383,4063,0.35
3384,6812,0.48
3385,6391,0.57
3386,8244,0.54
3387,2455,1.0
3388,5024,0.48
3389,9228,0.31
3390,8584,0.43
3391,1935,0.97
3392,1607,1.0
3393,6439,0.47
3394,1445,0.99
3395,2761,0.96
3396,10604,0.35
3397,5234,0.39
3398,3064,0.99
3399,9329,0.46
3400,3166,0.42
3401,2319,1.0
3402,3239,0.56
3403,6631,0.61
3404,1933,1.0
3405,7411,0.31
3406,2350,1.0
3407,5462,0.27
3408,6341,0.29
3409,7023,0.36
3410,4863,0.39
3411,1389,1.0
3412,1490,0.77
3413,1872,0.99
3414,6355,0.6
3415,1873,0.81
3416,8242,0.41
3417,1094,0.97
3418,10859,0.23
3419,5434,0.53
3420,7780,0.34
3421,9572,0.48
3422,4624,0.39
3423,6475,0.29
3424,9285,0.53
3425,4289,0.33
3426,10334,0.31
3427,3068,0.84
3428,795,0.95
3429,2218,1.0
3430,2891,0.99
3431,9340,0.33
3432,3267,0.63
3433,2232,1.0
3434,2217,1.0
3435,9698,0.15
3436,5487,0.35
3437,860,0.97
3438,560,1.0
3439,4577,0.43
3440,1236,1.0
3441,5878,0.41
3442,118,1.0
3443,10402,0.48
3444,7298,0.62
3445,5473,0.5
3446,3997,0.5
3447,8870,0.55
3448,4656,0.38
3449,1617,0.99
3450,10950,0.87
3451,7413,0.33
3452,1196,0.97
3453,7483,0.74
3454,742,0.92
3455,8983,0.53
3456,523,0.92
3457,4311,0.44
3458,10359,0.49
3459,7880,0.4
3460,318,0.97
3461,3233,0.4
3462,8991,0.42
3463,10243,0.56
3464,1093,0.99
3465,9051,0.29
3466,798,0.98
3467,10468,0.64
3468,5141,0.54
3469,10894,0.42
3470,5033,0.46
3471,1867,1.0
3472,10325,0.36
3473,1630,1.0
3474,8514,0.43
3475,9427,0.63
3476,5709,0.44
3477,9802,0.29
3478,3942,0.56
3479,7771,0.53
3480,5241,0.25
3481,3025,0.86
3482,8969,0.18
3483,8075,0.43
3484,8484,0.34
3485,7153,0.48
3486,5855,0.6
3487,7303,0.39
3488,7325,0.33
3489,569,0.99
3490,7597,0.19
3491,1430,0.72
3492,6913,0.45
3493,3356,0.41
3494,4366,0.6
3495,5977,0.46
3496,1355,1.0
3497,3212,0.65
3498,5925,0.51
3499,1901,0.99
3500,80,0.97
3501,9868,0.32
3502,2481,0.97
3503,5533,0.57
3504,4172,0.37
3505,3590,0.47
3506,8422,0.28
3507,3460,0.32
3508,3347,0.33
3509,711,0.97
3510,10304,0.65
3511,2813,1.0
3512,3306,0.2
3513,1740,1.0
3514,7757,0.51
3515,4019,0.27
3516,4943,0.45
3517,10094,0.38
3518,943,1.0
3519,2961,0.98
3520,1822,0.94
3521,1603,0.9
3522,1874,1.0
3523,5476,0.28
3524,508,0.88
3525,4085,0.37
3526,4119,0.39
3527,2757,0.97
3528,6068,0.44
3529,1333,0.95
3530,4374,0.55
3531,9722,0.53
3532,275,0.96
3533,7824,0.49
3534,4128,0.51
3535,6870,0.6
3536,4378,0.6
3537,10704,0.53
3538,7113,0.52
3539,637,0.98
3540,3511,0.55
3541,915,0.98
3542,7246,0.41
3543,9423,0.55
3544,7812,0.35
3545,8977,0.45
3546,6364,0.35
3547,4236,0.4
3548,9493,0.31
3549,6927,0.47
3550,2694,1.0
3551,409,0.99
3552,1987,1.0
3553,9790,0.52
3554,5291,0.55
3555,2230,0.99
3556,7577,0.32
3557,8286,0.35
3558,518,0.99
3559,10549,0.48
3560,10534,0.38
3561,5907,0.42
3562,6430,0.44
3563,780,1.0
3564,7121,0.45
3565,3440,0.61
3566,2628,1.0
3567,7819,0.42
3568,3091,1.0
3569,2201,0.98
3570,4964,0.46
3571,10423,0.6
3572,2532,1.0
3573,344,0.99
3574,5222,0.36
3575,1795,0.99
3576,3872,0.65
3577,4710,0.43
3578,9627,0.66
3579,7179,0.58
3580,337,0.99
3581,3839,0.49
3582,1180,0.97
3583,5626,0.17
3584,6276,0.65
3585,7604,0.55
3586,7042,0.49
3587,7315,0.46
3588,6922,0.72
3589,1049,0.99
3590,8400,0.52
3591,2333,0.97
3592,7218,0.4
3593,6498,0.29
3594,1158,0.98
3595,1804,0.99
3596,2209,1.0
3597,2366,0.88
3598,2590,0.98
3599,61,0.98
3600,6660,0.47
3601,7818,0.44
3602,3103,0.98
3603,3889,0.28
3604,4499,0.48
3605,8981,0.48
3606,3264,0.6
3607,7833,0.38
3608,9818,0.57
3609,9895,0.35
3610,5734,0.52
3611,7949,0.26
3612,8332,0.33
3613,2062,0.93
3614,7149,0.34
3615,7687,0.46
3616,3890,0.13
3617,7526,0.26
3618,8932,0.55
3619,9760,0.61
3620,4133,0.42
3621,3055,1.0
3622,9129,0.39
3623,4931,0.47
3624,767,0.99
3625,5846,0.41
3626,5976,0.48
3627,6979,0.7
3628,5909,0.42
3629,761,0.99
3630,1344,1.0
3631,9343,0.4
3632,3527,0.47
3633,9009,0.37
3634,4882,0.36
3635,2137,1.0
3636,4239,0.64
3637,1875,0.99
3638,6570,0.36
3639,3110,0.99
3640,9927,0.21
3641,4533,0.41
3642,876,1.0
3643,7847,0.59
3644,10112,0.48
3645,1283,1.0
3646,4770,0.5
3647,10799,0.24
3648,294,1.0
3649,4417,0.28
3650,1990,0.89
3651,4282,0.67
3652,10847,0.26
3653,2107,0.76
3654,9190,0.4
3655,3617,0.42
3656,7921,0.39
3657,6836,0.47
3658,2282,1.0
3659,10554,0.46
3660,8,0.98
3661,6204,0.38
3662,4441,0.6
3663,9487,0.42
3664,5464,0.4
3665,6491,0.52
3666,9278,0.56
3667,788,1.0
3668,10088,0.46
3669,7391,0.59
3670,10593,0.31
3671,3165,0.22
3672,2295,0.99
3673,2937,0.95
3674,6214,0.83
3675,3585,0.37
3676,8481,0.47
3677,5070,0.39
3678,4152,0.47
3679,10954,0.3
3680,2933,0.83
3681,10638,0.47
3682,4782,0.53
3683,6190,0.46
3684,8401,0.54
3685,6282,0.56
3686,5735,0.49
3687,6863,0.41
3688,8115,0.44
3689,1494,0.87
3690,3610,0.3
3691,832,1.0
3692,6575,0.76
3693,2713,1.0
3694,9089,0.31
3695,735,0.79
3696,7244,0.6
3697,6223,0.66
3698,1782,1.0
3699,4780,0.42
3700,2405,0.96
3701,10666,0.3
3702,9233,0.54
3703,5363,0.53
3704,6567,0.43
3705,7532,0.29
3706,855,0.99
3707,10927,0.65
3708,2566,1.0
3709,10856,0.44
3710,9696,0.34
3711,6005,0.35
3712,10016,0.51
3713,1381,0.66
3714,9861,0.49
3715,1728,0.99
3716,4267,0.6
3717,49,0.79
3718,492,1.0
3719,10651,0.59
3720,10978,0.4
3721,9463,0.45
3722,3146,0.45
3723,6730,0.49
3724,4894,0.57
3725,3191,0.52
3726,6839,0.45
3727,10116,0.53
3728,10610,0.51
3729,3756,0.21
3730,8465,0.58
3731,5172,0.36
3732,3943,0.39
3733,2078,0.98
3734,1798,0.77
3735,10677,0.5
3736,1615,0.54
3737,8548,0.27
3738,2993,1.0
3739,6896,0.52
3740,7426,0.91
3741,1113,0.98
3742,6303,0.58
3743,6571,0.62
3744,2541,1.0
3745,10747,0.51
3746,7739,0.4
3747,10616,0.45
3748,5261,0.36
3749,3855,0.39
3750,10788,0.92
3751,3007,0.98
3752,826,1.0
3753,2149,0.93
3754,5990,0.49
3755,3024,0.85
3756,9651,0.41
3757,4757,0.41
3758,7946,0.58
3759,1656,1.0
3760,2901,0.88
3761,9032,0.55
3762,6968,0.34
3763,4075,0.58
3764,4542,0.33
3765,4504,0.39
3766,2739,1.0
3767,8863,0.24
3768,319,1.0
3769,6528,0.64
3770,1556,1.0
3771,9039,0.39
3772,9749,0.56
3773,7571,0.3
3774,3268,0.41
3775,7939,0.5
3776,456,0.99
3777,1244,0.93
3778,2345,0.98
3779,2892,1.0
3780,2398,0.91
3781,6123,0.31
3782,2056,1.0
3783,6302,0.53
3784,8029,0.37
3785,384,1.0
3786,2040,0.99
3787,8388,0.52
3788,2310,0.97
3789,8913,0.61
3790,6513,0.51
3791,5599,0.51
3792,945,0.66
3793,8502,0.49
3794,8256,0.51
3795,1258,1.0
3796,9264,0.2
3797,4911,0.49
3798,9159,0.53
3799,2492,1.0
3800,4852,0.32
3801,8236,0.39
3802,8441,0.47
3803,7959,0.23
3804,42,0.96
3805,10512,0.37
3806,2525,0.9
3807,9194,0.31
3808,7051,0.36
3809,3691,0.51
3810,2386,1.0
3811,1648,1.0
3812,7204,0.59
3813,2830,1.0
3814,10818,0.37
3815,10134,0.36
3816,401,1.0
3817,4197,0.63
3818,3383,0.52
3819,5641,0.35
3820,4215,0.27
3821,10189,0.43
3822,7652,0.23
3823,490,1.0
3824,2932,1.0
3825,4005,0.5
3826,7316,0.59
3827,4060,0.45
3828,3190,0.61
3829,8799,0.35
3830,5501,0.41
3831,835,0.98
3832,2740,0.95
3833,9910,0.34
3834,218,0.99
3835,810,1.0
3836,9258,0.6
3837,737,0.75
3838,5419,0.58
3839,4451,0.5
3840,8865,0.47
3841,9200,0.39
3842,10390,0.48
3843,9466,0.36
3844,7779,0.41
3845,3826,0.53
3846,2126,0.99
3847,3000,0.97
3848,10635,0.45
3849,4329,0.3
3850,9947,0.44
3851,1487,0.99
3852,2762,0.99
3853,124,0.99
3854,8415,0.35
3855,5275,0.36
3856,8722,0.59
3857,8666,0.56
3858,9500,0.56
3859,9909,0.48
3860,7977,0.48
3861,2348,0.96
3862,4356,0.45
3863,6499,0.52
3864,4425,0.44
3865,6459,0.25
3866,353,0.98
3867,8966,0.27
3868,8447,0.4
3869,2086,0.96
3870,9015,0.41
3871,1374,0.99
3872,5053,0.37
3873,57,1.0
3874,10874,0.14
3875,6189,0.47
3876,5374,0.42
3877,7040,0.49
3878,8659,0.51
3879,2140,0.97
3880,4313,0.48
3881,4190,0.23
3882,7049,0.56
3883,8501,0.42
3884,743,0.98
3885,2526,1.0
3886,738,0.89
3887,2640,0.95
3888,541,0.99
3889,3860,0.54
3890,5726,0.16
3891,5959,0.39
3892,5037,0.26
3893,9777,0.47
3894,6602,0.54
3895,9741,0.35
3896,3623,0.43
3897,4733,0.41
3898,2547,0.97
3899,9374,0.41
3900,6290,0.5
3901,7982,0.49
3902,8617,0.61
3903,9037,0.3
3904,2677,0.71
3905,175,0.99
3906,9407,0.49
3907,6566,0.26
3908,6034,0.41
3909,7966,0.45
3910,2160,1.0
3911,9263,0.38
3912,7989,0.47
3913,6772,0.57
3914,7681,0.39
3915,8638,0.55
3916,7162,0.2
3917,10947,0.38
3918,4325,0.31
3919,2270,1.0
3920,8289,0.55
3921,670,1.0
3922,965,0.87
3923,8221,0.45
3924,5167,0.51
3925,255,0.98
3926,10713,0.36
3927,10870,0.75
3928,359,1.0
3929,6351,0.35
3930,1814,1.0
3931,8217,0.42
3932,145,0.98
3933,6881,0.61
3934,2954,1.0
3935,4083,0.35
3936,5989,0.3
3937,7563,0.43
3938,8303,0.49
3939,8149,0.44
3940,2267,0.86
3941,9083,0.41
3942,7163,0.47
3943,4721,0.42
3944,10117,0.44
3945,6605,0.64
3946,4696,0.42
3947,4269,0.55
3948,10282,0.4
3949,8697,0.45
3950,3161,0.39
3951,5121,0.31
3952,3904,0.37
3953,6042,0.5
3954,9113,0.32
3955,3284,0.35
3956,6413,0.5
3957,9756,0.47
3958,286,0.97
3959,3769,0.38
3960,6044,0.7
3961,4727,0.34
3962,4769,0.52
3963,2670,1.0
3964,1888,1.0
3965,6701,0.25
3966,4569,0.29
3967,2524,0.67
3968,4515,0.37
3969,3758,0.52
3970,10299,0.42
3971,7212,0.54
3972,2132,0.99
3973,8758,0.21
3974,972,1.0
3975,5880,0.61
3976,4868,0.48
3977,6285,0.31
3978,9280,0.27
3979,7358,0.55
3980,7963,0.55
3981,10451,0.66
3982,10988,0.31
3983,8531,0.54
3984,5020,0.39
3985,2164,0.99
3986,4947,0.56
3987,2758,1.0
3988,10628,0.22
3989,5290,0.48
3990,10942,0.41
3991,853,0.99
3992,3276,0.55
3993,1103,0.98
3994,7753,0.45
3995,8044,0.59
3996,3235,0.51
3997,4838,0.33
3998,10171,0.34
3999,9923,0.63
4000,8853,0.61
4001,2418,0.99
4002,1160,1.0
4003,1130,1.0
4004,987,0.98
4005,8728,0.47
4006,3204,0.41
4007,5775,0.55
4008,81,1.0
4009,7396,0.42
4010,7890,0.37
4011,2131,1.0
4012,7066,0.44
4013,6943,0.51
4014,5283,0.57
4015,460,0.99
4016,10699,0.5
4017,5093,0.33
4018,9771,0.28
4019,2299,0.99
4020,5910,0.2
4021,3676,0.46
4022,3917,0.45
4023,7224,0.73
4024,9139,0.54
4025,7668,0.48
4026,3823,0.26
4027,5300,0.63
4028,3278,0.43
4029,1227,0.98
4030,4106,0.37
4031,1392,0.92
4032,4835,0.36
4033,3424,0.27
4034,6483,0.29
4035,6946,0.15
4036,3621,0.37
4037,729,0.95
4038,3815,0.4
4039,5265,0.4
4040,10166,0.57
4041,2970,1.0
4042,675,0.83
4043,5546,0.77
4044,4702,0.23
4045,2843,0.99
4046,10388,0.36
4047,8417,0.36
4048,9160,0.34
4049,7227,0.45
4050,5046,0.28
4051,6861,0.27
4052,4352,0.46
4053,10991,0.58
4054,5453,0.42
4055,10885,0.81
4056,7695,0.33
4057,330,1.0
4058,4409,0.24
4059,8615,0.33
4060,10819,0.64
4061,8740,0.31
4062,2193,0.82
4063,1488,0.65
4064,2871,0.98
4065,4253,0.27
4066,597,0.99
4067,1554,0.92
4068,10477,0.37
4069,8893,0.46
4070,3605,0.42
4071,7201,0.56
4072,1366,0.82
4073,8724,0.44
4074,1265,0.99
4075,33,0.99
4076,9991,0.56
4077,7728,0.44
4078,833,0.82
4079,10509,0.28
4080,1537,1.0
4081,10816,0.54
4082,4651,0.47
4083,9354,0.37
4084,3785,0.4
4085,7456,0.43
4086,10099,0.54
4087,4174,0.8
4088,8021,0.35
4089,10421,0.21
4090,213,0.99
4091,7663,0.32
4092,4995,0.63
4093,5820,0.51
4094,350,1.0
4095,4108,0.48
4096,5373,0.59
4097,1301,0.98
4098,7433,0.46
4099,1348,0.92
4100,8992,0.4
4101,7302,0.43
4102,3077,0.8
4103,8522,0.48
4104,7637,0.36
4105,10127,0.54
4106,1012,0.95
4107,9707,0.6
4108,2602,0.99
4109,6738,0.41
4110,9565,0.34
4111,8608,0.57
4112,5468,0.31
4113,2906,0.99
4114,10466,0.25
4115,7467,0.44
4116,2918,1.0
4117,6218,0.7
4118,10435,0.44
4119,4800,0.6
4120,9428,0.4
4121,4294,0.67
4122,774,0.99
4123,10105,0.34
4124,807,0.95
4125,5548,0.32
4126,1835,0.99
4127,9492,0.16
4128,1106,1.0
4129,2431,1.0
4130,10715,0.57
4131,6275,0.51
4132,9373,0.49
4133,2311,0.95
4134,2005,0.97
4135,6427,0.52
4136,5169,0.46
4137,3572,0.51
4138,8287,0.47
4139,5379,0.33
4140,2538,1.0
4141,10206,0.24
4142,3031,0.99
4143,9719,0.33
4144,1461,0.98
4145,576,0.64
4146,9197,0.45
4147,14,0.98
4148,787,1.0
4149,7338,0.24
4150,2272,0.97
4151,2251,1.0
4152,5459,0.49
4153,6129,0.31
4154,762,1.0
4155,1507,1.0
4156,5611,0.64
4157,9392,0.5
4158,8916,0.54
4159,3271,0.45
4160,10262,0.26
4161,1518,0.97
4162,5515,0.45
4163,7648,0.54
4164,2626,0.99
4165,5072,0.42
4166,4224,0.32
4167,1070,0.99
4168,9647,0.57
4169,1758,0.99
4170,2313,0.99
4171,725,0.99
4172,820,1.0
4173,3668,0.42
4174,6373,0.36
4175,2067,0.82
4176,9289,0.49
4177,8162,0.52
4178,10854,0.58
4179,5365,0.25
4180,407,1.0
4181,10839,0.39
4182,3385,0.61
4183,2465,0.78
4184,7502,0.27
4185,10008,0.63
4186,3381,0.29
4187,6298,0.39
4188,8229,0.32
4189,2798,1.0
4190,6157,0.36
4191,5606,0.54
4192,5382,0.41
4193,8679,0.46
4194,4340,0.46
4195,8095,0.52
4196,8843,0.36
4197,6947,0.6
4198,9405,0.38
4199,5652,0.2
4200,6076,0.6
4201,3018,0.99
4202,9461,0.51
4203,10857,0.34
4204,6156,0.37
4205,2448,0.88
4206,3733,0.42
4207,843,1.0
4208,5590,0.38
4209,6687,0.48
4210,9267,0.26
4211,7763,0.34
4212,5471,0.5
4213,3773,0.65
4214,6640,0.72
4215,5632,0.43
4216,7555,0.37
4217,2616,0.66
4218,4730,0.46
4219,4222,0.31
4220,7299,0.38
4221,10920,0.5
4222,2360,1.0
4223,2187,0.99
4224,10725,0.36
4225,3337,0.37
4226,113,1.0
4227,9251,0.45
4228,4486,0.44
4229,6479,0.56
4230,4430,0.36
4231,3933,0.42
4232,6318,0.54
4233,7115,0.45
4234,4789,0.5
4235,5668,0.63
4236,8038,0.68
4237,7923,0.39
4238,4480,0.66
4239,452,1.0
4240,1861,0.67
4241,6229,0.29
4242,808,0.98
4243,7243,0.35
4244,7523,0.39
4245,8247,0.52
4246,162,1.0
4247,4290,0.49
4248,3911,0.7
4249,8795,0.52
4250,10346,0.76
4251,4275,0.53
4252,1406,1.0
4253,6198,0.61
4254,689,1.0
4255,10293,0.42
4256,3570,0.48
4257,83,0.99
4258,10687,0.49
4259,10622,0.37
4260,10809,0.48
4261,9001,0.44
4262,4886,0.31
4263,238,0.73
4264,10855,0.46
4265,4296,0.37
4266,509,1.0
4267,6612,0.51
4268,7441,0.6
4269,1274,1.0
4270,9314,0.29
4271,7816,0.78
4272,7152,0.44
4273,4062,0.23
4274,3429,0.25
4275,673,0.9
4276,8368,0.24
4277,9677,0.38
4278,323,1.0
4279,106,1.0
4280,4879,0.5
4281,2351,0.98
4282,9008,0.64
4283,7289,0.55
4284,10985,0.5
4285,8505,0.56
4286,1059,0.97
4287,5798,0.17
4288,3352,0.46
4289,4288,0.33
4290,6177,0.45
4291,8711,0.52
4292,5835,0.2
4293,10683,0.41
4294,1394,1.0
4295,3893,0.37
4296,1081,0.99
4297,8478,0.39
4298,9102,0.34
4299,3641,0.16
4300,2314,0.91
4301,8335,0.48
4302,7929,0.27
4303,366,1.0
4304,3444,0.35
4305,1957,1.0
4306,4227,0.32
4307,4280,0.42
4308,2347,0.99
4309,3846,0.67
4310,10880,0.4
4311,2916,0.99
4312,6451,0.47
4313,6039,0.73
4314,8712,0.6
4315,10153,0.43
4316,3634,0.4
4317,8555,0.49
4318,3326,0.19
4319,2797,1.0
4320,7901,0.42
4321,9779,0.38
4322,2302,0.99
4323,4632,0.5
4324,1138,1.0
4325,1532,0.98
4326,8569,0.32
4327,2307,0.96
4328,3338,0.25
